"행정구역별","성별","연령별","혼인상태별","시점","1인가구-계","6개월미만","6개월이상~1년미만","1~2년미만","2~3년미만","3~5년미만","5~10년미만","10~15년미만","15~20년미만","20~25년미만","25년이상",
"강원도","계","35~39","사별","2020년","12","7","","2","","2","1","","","","",
"강원도","계","35~39","이혼","2020년","789","64","96","118","122","115","184","61","9","20","",
"강원도","계","40~44","합계","2020년","11296","726","654","1449","1113","1496","1962","1604","752","1361","179",
"강원도","계","40~44","미혼","2020년","6704","288","248","496","581","732","1068","1239","611","1267","174",
"강원도","계","40~44","배우자 있음","2020년","2909","363","294","720","399","444","463","123","40","63","",
"강원도","계","40~44","사별","2020년","99","6","19","22","","12","10","23","7","","",
"강원도","계","40~44","이혼","2020년","1584","69","93","211","133","308","421","219","94","31","5",
"강원도","계","45~49","합계","2020년","14512","803","808","1762","1199","1941","2586","2070","1055","1299","989",
"강원도","계","45~49","미혼","2020년","6648","158","182","493","394","670","1063","1155","587","1015","931",
"강원도","계","45~49","배우자 있음","2020년","4040","534","477","795","507","687","675","225","62","64","14",
"강원도","계","45~49","사별","2020년","270","16","6","62","27","22","92","23","6","16","",
"강원도","계","45~49","이혼","2020년","3554","95","143","412","271","562","756","667","400","204","44",
"강원도","계","50~54","합계","2020년","18255","1043","901","2149","1654","2254","3356","2882","1134","1567","1315",
"강원도","계","50~54","미혼","2020년","5234","117","72","392","237","473","630","952","391","825","1145",
"강원도","계","50~54","배우자 있음","2020년","6230","683","611","1219","862","865","1092","506","198","157","37",
"강원도","계","50~54","사별","2020년","999","49","34","148","122","97","283","110","75","75","6",
"강원도","계","50~54","이혼","2020년","5792","194","184","390","433","819","1351","1314","470","510","127",
"강원도","계","55~59","합계","2020년","22059","1037","931","1991","1804","2855","4207","3557","1693","2306","1678",
"강원도","계","55~59","미혼","2020년","4162","97","77","158","173","307","622","620","271","581","1256",
"강원도","계","55~59","배우자 있음","2020년","7832","666","561","1221","953","1375","1576","834","280","253","113",
"강원도","계","55~59","사별","2020년","3043","108","100","258","281","462","660","577","266","288","43",
"강원도","계","55~59","이혼","2020년","7022","166","193","354","397","711","1349","1526","876","1184","266",
"강원도","계","60~64","합계","2020년","24382","823","730","2001","1615","2843","4695","4122","2270","3404","1879",
"강원도","계","60~64","미혼","2020년","3067","44","64","117","97","225","398","440","190","364","1128",
"강원도","계","60~64","배우자 있음","2020년","7316","489","396","1032","811","1270","1586","903","422","334","73",
"강원도","계","60~64","사별","2020년","6069","163","169","443","326","712","1378","1074","556","1044","204",
"강원도","계","60~64","이혼","2020년","7930","127","101","409","381","636","1333","1705","1102","1662","474",
"강원도","계","65~69","합계","2020년","18579","540","509","1219","994","1909","3418","3252","1863","2819","2056",
"강원도","계","65~69","미혼","2020년","1408","4","13","55","41","61","170","183","95","134","652",
"강원도","계","65~69","배우자 있음","2020년","4357","294","249","513","379","702","1002","593","264","276","85",
"강원도","계","65~69","사별","2020년","7930","193","218","448","413","805","1554","1440","885","1321","653",
"강원도","계","65~69","이혼","2020년","4884","49","29","203","161","341","692","1036","619","1088","666",
"강원도","계","70~74","합계","2020년","14964","391","271","890","765","1563","2779","2558","1586","2199","1962",
"강원도","계","70~74","미혼","2020년","712","12","2","5","9","37","75","106","65","97","304",
"강원도","계","70~74","배우자 있음","2020년","2297","119","68","222","237","377","567","392","130","135","50",
"강원도","계","70~74","사별","2020년","9543","246","174","562","463","943","1765","1722","1083","1386","1199",
"강원도","계","70~74","이혼","2020년","2412","14","27","101","56","206","372","338","308","581","409",
"강원도","계","75~79","합계","2020년","15634","385","324","927","781","1675","2796","2619","1477","2141","2509",
"강원도","계","75~79","미혼","2020년","325","","","","8","16","17","44","21","25","194",
"강원도","계","75~79","배우자 있음","2020년","1548","92","52","162","140","179","318","257","104","134","110",
"강원도","계","75~79","사별","2020년","12504","290","261","685","558","1375","2294","2151","1183","1763","1944",
"강원도","계","75~79","이혼","2020년","1257","3","11","80","75","105","167","167","169","219","261",
"강원도","계","80~84","합계","2020년","12578","310","202","792","539","1281","2002","2036","1350","1810","2256",
"강원도","계","80~84","미혼","2020년","101","","","","8","","4","5","26","2","56",
"강원도","계","80~84","배우자 있음","2020년","797","47","24","125","38","120","133","129","74","69","38",
"강원도","계","80~84","사별","2020년","11227","251","178","642","481","1135","1791","1849","1194","1650","2056",
"강원도","계","80~84","이혼","2020년","453","12","","25","12","26","74","53","56","89","106",
"강원도","계","85세 이상","합계","2020년","8489","165","172","393","291","601","1262","1367","861","1383","1994",
"강원도","계","85세 이상","미혼","2020년","70","","","","","","1","5","","21","43",
"강원도","계","85세 이상","배우자 있음","2020년","345","25","34","66","29","45","60","33","14","22","17",
"강원도","계","85세 이상","사별","2020년","7984","140","138","325","257","555","1179","1325","844","1305","1916",
"강원도","계","85세 이상","이혼","2020년","90","","","2","5","1","22","4","3","35","18",
"강원도","남자","합계","합계","2020년","115678","8106","9399","15370","11684","15596","19785","14811","6729","8149","6049",
"강원도","남자","합계","미혼","2020년","59334","4972","6435","8939","6805","7828","8573","6259","2380","3181","3962",
"강원도","남자","합계","배우자 있음","2020년","26604","2402","2216","4410","3142","4260","5197","2770","1080","853","274",
"강원도","남자","합계","사별","2020년","9777","298","288","707","664","1273","2088","1779","990","1176","514",
"강원도","남자","합계","이혼","2020년","19963","434","460","1314","1073","2235","3927","4003","2279","2939","1299",
"강원도","남자","20세미만","합계","2020년","1893","728","721","348","47","49","","","","","",
"강원도","남자","20세미만","미혼","2020년","1893","728","721","348","47","49","","","","","",
"강원도","남자","20~24","합계","2020년","12706","1759","2891","3282","2152","1989","633","","","","",
"강원도","남자","20~24","미혼","2020년","12682","1753","2882","3276","2152","1986","633","","","","",
"강원도","남자","20~24","배우자 있음","2020년","19","6","4","6","","3","","","","","",
"강원도","남자","20~24","이혼","2020년","5","","5","","","","","","","","",
"강원도","남자","25~29","합계","2020년","12152","1263","1489","2461","1979","1948","2351","661","","","",
"강원도","남자","25~29","미혼","2020년","11766","1196","1469","2355","1925","1904","2292","625","","","",
"강원도","남자","25~29","배우자 있음","2020년","333","48","20","104","41","35","49","36","","","",
"강원도","남자","25~29","이혼","2020년","53","19","","2","13","9","10","","","","",
"강원도","남자","30~34","합계","2020년","8952","684","776","1405","1098","1376","1843","1504","266","","",
"강원도","남자","30~34","미혼","2020년","8166","587","662","1176","986","1280","1763","1465","247","","",
"강원도","남자","30~34","배우자 있음","2020년","659","96","111","183","98","61","53","38","19","","",
"강원도","남자","30~34","이혼","2020년","127","1","3","46","14","35","27","1","","","",
"강원도","남자","35~39","합계","2020년","7364","493","485","914","841","1242","1408","957","646","378","",
"강원도","남자","35~39","미혼","2020년","5437","245","244","561","542","873","1118","894","607","353","",
"강원도","남자","35~39","배우자 있음","2020년","1465","220","182","291","226","297","173","41","30","5","",
"강원도","남자","35~39","사별","2020년","1","","","","","","1","","","","",
"강원도","남자","35~39","이혼","2020년","461","28","59","62","73","72","116","22","9","20","",
"강원도","남자","40~44","합계","2020년","7266","395","417","1036","811","928","1203","1073","509","780","114",
"강원도","남자","40~44","미혼","2020년","4533","177","173","373","443","488","704","891","436","734","114",
"강원도","남자","40~44","배우자 있음","2020년","1933","198","181","510","296","294","309","89","23","33","",
"강원도","남자","40~44","사별","2020년","12","","5","","","","","","7","","",
"강원도","남자","40~44","이혼","2020년","788","20","58","153","72","146","190","93","43","13","",
"강원도","남자","45~49","합계","2020년","9097","508","554","1069","739","1242","1549","1339","636","797","664",
"강원도","남자","45~49","미혼","2020년","4637","106","112","354","289","495","752","795","395","707","632",
"강원도","남자","45~49","배우자 있음","2020년","2664","368","366","490","341","425","403","167","56","45","3",
"강원도","남자","45~49","사별","2020년","67","16","","7","5","5","28","6","","","",
"강원도","남자","45~49","이혼","2020년","1729","18","76","218","104","317","366","371","185","45","29",
"강원도","남자","50~54","합계","2020년","11010","642","565","1211","999","1300","2036","1744","634","926","953",
"강원도","남자","50~54","미혼","2020년","3803","90","52","272","181","339","487","698","250","572","862",
"강원도","남자","50~54","배우자 있음","2020년","3934","420","434","747","562","499","734","297","120","101","20",
"강원도","남자","50~54","사별","2020년","228","9","2","20","28","31","52","46","22","18","",
"강원도","남자","50~54","이혼","2020년","3045","123","77","172","228","431","763","703","242","235","71",
